ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,0.22,24.9,1.6,26.4,194.6
2026-08-27T17:00:00Z,WAN2,0.09,11.9,6.0,72.9,116.2
2026-08-27T17:05:00Z,WAN1,0.15,11.8,2.3,33.5,293.9
2026-08-27T17:05:00Z,WAN2,0.29,14.1,1.5,117.6,271.4
2026-08-27T17:10:00Z,WAN1,0.04,22.8,3.8,118.5,154.5
2026-08-27T17:10:00Z,WAN2,0.17,8.1,3.9,43.9,269.1
2026-08-27T17:15:00Z,WAN1,0.09,23.0,2.7,100.7,225.7
2026-08-27T17:15:00Z,WAN2,0.37,17.8,2.8,46.3,101.1
2026-08-27T17:20:00Z,WAN1,0.04,13.1,2.6,102.3,41.8
2026-08-27T17:20:00Z,WAN2,0.2,16.6,1.8,89.3,93.9
2026-08-27T17:25:00Z,WAN1,0.3,10.9,5.4,51.2,64.5
2026-08-27T17:25:00Z,WAN2,0.06,11.5,1.7,51.4,292.4
2026-08-27T17:30:00Z,WAN1,0.15,14.7,4.8,27.4,62.8
2026-08-27T17:30:00Z,WAN2,0.35,13.6,1.9,38.4,233.3
2026-08-27T17:35:00Z,WAN1,0.39,14.8,4.6,66.2,93.0
2026-08-27T17:35:00Z,WAN2,0.13,13.8,2.3,99.4,63.6
2026-08-27T17:40:00Z,WAN1,0.15,20.5,1.2,116.4,199.9
2026-08-27T17:40:00Z,WAN2,0.26,11.3,2.0,104.3,293.6
2026-08-27T17:45:00Z,WAN1,0.01,21.9,2.0,27.7,195.2
2026-08-27T17:45:00Z,WAN2,0.04,22.3,5.2,48.6,77.6
2026-08-27T17:50:00Z,WAN1,0.21,20.7,1.2,90.5,72.1
2026-08-27T17:50:00Z,WAN2,0.15,10.8,1.4,73.5,117.9
2026-08-27T17:55:00Z,WAN1,0.36,23.4,4.6,71.2,208.1
2026-08-27T17:55:00Z,WAN2,0.13,16.0,3.7,62.1,155.6
2026-08-27T18:00:00Z,WAN1,0.34,24.8,4.7,105.9,119.3
2026-08-27T18:00:00Z,WAN2,0.03,11.8,3.5,96.5,230.8
2026-08-27T18:05:00Z,WAN1,0.37,21.2,2.5,25.5,165.4
2026-08-27T18:05:00Z,WAN2,0.13,22.8,5.5,73.8,241.2
2026-08-27T18:10:00Z,WAN1,0.29,16.8,3.2,115.3,247.4
2026-08-27T18:10:00Z,WAN2,0.23,24.8,1.7,96.9,183.0
2026-08-27T18:15:00Z,WAN1,0.13,10.2,3.9,106.9,85.7
2026-08-27T18:15:00Z,WAN2,0.36,24.8,2.0,75.2,166.1
2026-08-27T18:20:00Z,WAN1,0.13,10.0,2.3,114.2,258.4
2026-08-27T18:20:00Z,WAN2,0.38,16.5,3.5,26.2,151.0
2026-08-27T18:25:00Z,WAN1,0.23,24.9,1.3,85.7,52.2
2026-08-27T18:25:00Z,WAN2,0.39,11.4,4.5,83.4,93.5
