ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,0.31,16.9,2.1,37.7,136.9
2026-08-27T17:05:00Z,WAN1,0.12,10.1,2.8,118.1,88.2
2026-08-27T17:10:00Z,WAN1,0.23,9.3,4.4,85.8,279.0
2026-08-27T17:15:00Z,WAN1,0.25,14.3,4.7,65.4,294.3
2026-08-27T17:20:00Z,WAN1,0.11,11.8,4.7,114.2,278.4
2026-08-27T17:25:00Z,WAN1,0.18,16.7,2.5,112.2,142.6
2026-08-27T17:30:00Z,WAN1,0.33,16.3,3.2,91.4,188.8
2026-08-27T17:35:00Z,WAN1,0.02,8.6,4.4,40.2,149.2
2026-08-27T17:40:00Z,WAN1,0.38,19.5,2.3,56.9,160.4
2026-08-27T17:45:00Z,WAN1,0.13,13.6,3.3,102.1,204.3
2026-08-27T17:50:00Z,WAN1,0.07,22.8,4.5,116.0,189.8
2026-08-27T17:55:00Z,WAN1,0.12,8.9,3.1,61.6,169.8
2026-08-27T18:00:00Z,WAN1,0.0,20.3,1.1,63.6,185.3
2026-08-27T18:05:00Z,WAN1,0.34,10.6,5.1,59.4,239.3
2026-08-27T18:10:00Z,WAN1,0.07,18.9,3.6,26.1,126.0
2026-08-27T18:15:00Z,WAN1,0.37,24.1,4.2,36.6,47.7
2026-08-27T18:20:00Z,WAN1,0.11,15.1,3.6,84.3,253.8
2026-08-27T18:25:00Z,WAN1,0.23,9.6,1.1,49.0,198.7
2026-08-27T18:30:00Z,WAN1,0.26,19.2,5.6,107.4,236.8
2026-08-27T18:35:00Z,WAN1,0.19,8.1,2.6,39.7,51.7
2026-08-27T18:40:00Z,WAN1,100.0,0.0,4.2,78.7,251.9
2026-08-27T18:45:00Z,WAN1,0.2,14.8,2.7,100.1,138.3
2026-08-27T18:50:00Z,WAN1,0.39,13.6,4.9,88.8,127.6
2026-08-27T18:55:00Z,WAN1,0.23,19.9,2.6,22.7,142.1
2026-08-27T19:00:00Z,WAN1,0.39,10.2,2.1,111.9,132.4
2026-08-27T19:05:00Z,WAN1,0.05,11.1,4.0,109.9,157.2
2026-08-27T19:10:00Z,WAN1,0.27,10.6,5.4,117.5,139.6
2026-08-27T19:15:00Z,WAN1,0.17,20.5,5.7,48.9,192.2
2026-08-27T19:20:00Z,WAN1,0.12,9.9,1.2,103.2,60.6
2026-08-27T19:25:00Z,WAN1,0.15,24.5,1.7,105.7,189.6
2026-08-27T19:30:00Z,WAN1,0.06,23.6,5.2,24.3,264.5
2026-08-27T19:35:00Z,WAN1,0.23,23.6,3.8,115.4,120.4
2026-08-27T19:40:00Z,WAN1,0.08,20.4,6.0,112.2,203.3
2026-08-27T19:45:00Z,WAN1,0.11,23.8,1.2,114.9,297.7
2026-08-27T19:50:00Z,WAN1,0.36,19.6,5.3,111.6,99.4
2026-08-27T19:55:00Z,WAN1,0.23,15.8,2.8,96.7,252.7
2026-08-27T20:00:00Z,WAN1,0.29,8.1,1.7,45.9,265.3
2026-08-27T20:05:00Z,WAN1,0.26,18.4,3.0,33.5,106.0
2026-08-27T20:10:00Z,WAN1,0.16,14.4,5.4,64.1,180.0
2026-08-27T20:15:00Z,WAN1,0.24,8.6,5.3,102.5,283.5
2026-08-27T20:20:00Z,WAN1,0.22,19.9,5.5,101.9,52.6
2026-08-27T20:25:00Z,WAN1,0.33,14.5,1.1,76.9,43.0
2026-08-27T20:30:00Z,WAN1,0.38,19.4,3.5,111.9,153.1
2026-08-27T20:35:00Z,WAN1,0.31,14.3,6.0,108.3,210.9
2026-08-27T20:40:00Z,WAN1,0.18,19.1,1.1,49.2,42.0
2026-08-27T20:45:00Z,WAN1,0.35,21.3,2.8,45.3,299.6
2026-08-27T20:50:00Z,WAN1,0.19,8.6,2.8,91.1,228.7
2026-08-27T20:55:00Z,WAN1,0.32,13.0,4.5,118.8,285.9
2026-08-27T21:00:00Z,WAN1,0.37,21.2,3.3,77.0,47.5
2026-08-27T21:05:00Z,WAN1,0.15,18.2,3.1,33.1,163.8
2026-08-27T21:10:00Z,WAN1,0.25,14.1,2.2,98.0,148.0
2026-08-27T21:15:00Z,WAN1,0.04,21.7,1.4,68.3,135.8
2026-08-27T21:20:00Z,WAN1,0.36,20.6,2.7,83.8,98.7
2026-08-27T21:25:00Z,WAN1,0.29,24.2,1.0,62.5,196.6
2026-08-27T21:30:00Z,WAN1,0.35,9.0,4.2,92.3,72.4
2026-08-27T21:35:00Z,WAN1,0.05,10.6,3.2,78.3,78.3
2026-08-27T21:40:00Z,WAN1,0.18,17.6,3.9,95.6,177.0
2026-08-27T21:45:00Z,WAN1,0.23,12.3,5.4,78.5,158.7
2026-08-27T21:50:00Z,WAN1,0.21,22.0,2.5,36.9,214.7
2026-08-27T21:55:00Z,WAN1,0.13,10.0,5.9,107.0,200.4
2026-08-27T22:00:00Z,WAN1,0.09,8.5,4.9,94.0,123.2
2026-08-27T22:05:00Z,WAN1,0.12,21.8,2.9,110.6,196.4
2026-08-27T22:10:00Z,WAN1,0.04,17.4,3.6,33.0,58.4
2026-08-27T22:15:00Z,WAN1,0.15,19.8,3.7,111.6,42.1
2026-08-27T22:20:00Z,WAN1,0.28,21.8,1.3,51.7,261.3
2026-08-27T22:25:00Z,WAN1,0.07,15.8,2.4,59.8,290.5
2026-08-27T22:30:00Z,WAN1,0.17,10.2,4.3,88.8,50.5
2026-08-27T22:35:00Z,WAN1,0.28,8.4,1.0,94.5,270.1
2026-08-27T22:40:00Z,WAN1,0.0,18.2,1.3,27.3,278.6
2026-08-27T22:45:00Z,WAN1,0.08,23.6,1.1,26.4,262.1
2026-08-27T22:50:00Z,WAN1,0.31,20.2,2.1,58.9,138.3
