ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,0.24,9.7,5.6,108.7,48.7
2026-08-27T17:05:00Z,WAN1,0.28,12.0,3.7,103.4,131.1
2026-08-27T17:10:00Z,WAN1,0.2,19.3,2.0,82.6,150.6
2026-08-27T17:15:00Z,WAN1,0.39,11.2,4.6,24.1,111.3
2026-08-27T17:20:00Z,WAN1,0.05,10.5,3.6,37.4,246.6
2026-08-27T17:25:00Z,WAN1,0.04,18.6,5.3,32.7,96.5
2026-08-27T17:30:00Z,WAN1,0.31,16.0,5.7,53.8,143.5
2026-08-27T17:35:00Z,WAN1,0.38,13.8,5.8,109.1,92.1
2026-08-27T17:40:00Z,WAN1,0.22,24.0,1.6,104.9,241.3
2026-08-27T17:45:00Z,WAN1,0.3,18.2,1.5,115.8,66.6
2026-08-27T17:50:00Z,WAN1,0.31,20.3,2.6,88.5,146.8
2026-08-27T17:55:00Z,WAN1,0.3,8.7,5.7,58.4,248.8
2026-08-27T18:00:00Z,WAN1,0.19,21.8,2.5,74.5,46.6
2026-08-27T18:05:00Z,WAN1,0.2,9.3,5.3,87.7,150.5
2026-08-27T18:10:00Z,WAN1,0.39,24.1,5.8,28.2,223.1
2026-08-27T18:15:00Z,WAN1,0.29,18.3,1.1,112.4,154.0
2026-08-27T18:20:00Z,WAN1,0.24,21.9,2.4,22.9,280.1
2026-08-27T18:25:00Z,WAN1,0.11,8.7,1.7,119.5,232.3
2026-08-27T18:30:00Z,WAN1,0.08,10.5,5.5,86.5,191.6
2026-08-27T18:35:00Z,WAN1,0.05,15.0,5.7,20.3,149.0
2026-08-27T18:40:00Z,WAN1,0.02,25.0,1.5,115.4,258.7
2026-08-27T18:45:00Z,WAN1,0.29,8.7,4.5,69.3,167.7
2026-08-27T18:50:00Z,WAN1,0.06,16.7,5.0,33.1,267.8
2026-08-27T18:55:00Z,WAN1,0.17,12.5,2.2,66.0,208.3
2026-08-27T19:00:00Z,WAN1,0.23,23.1,3.6,71.3,297.1
2026-08-27T19:05:00Z,WAN1,0.09,8.3,2.6,51.3,72.2
2026-08-27T19:10:00Z,WAN1,0.17,8.6,5.6,68.4,268.5
2026-08-27T19:15:00Z,WAN1,0.28,20.4,4.8,50.2,229.6
2026-08-27T19:20:00Z,WAN1,0.08,17.4,4.0,97.6,83.6
2026-08-27T19:25:00Z,WAN1,0.14,22.0,5.0,117.8,70.8
2026-08-27T19:30:00Z,WAN1,0.08,9.8,4.6,94.5,208.5
2026-08-27T19:35:00Z,WAN1,0.31,16.8,3.8,112.1,208.6
2026-08-27T19:40:00Z,WAN1,0.26,18.0,3.5,95.7,188.9
2026-08-27T19:45:00Z,WAN1,0.05,15.2,3.1,63.2,185.9
2026-08-27T19:50:00Z,WAN1,0.14,14.6,3.1,57.1,292.7
2026-08-27T19:55:00Z,WAN1,0.04,8.3,4.6,59.5,156.7
2026-08-27T20:00:00Z,WAN1,0.24,14.2,2.2,21.5,267.2
2026-08-27T20:05:00Z,WAN1,0.38,12.9,3.3,52.4,55.2
2026-08-27T20:10:00Z,WAN1,0.36,22.2,2.2,45.5,221.5
2026-08-27T20:15:00Z,WAN1,0.32,16.0,2.9,43.4,247.5
2026-08-27T20:20:00Z,WAN1,0.35,22.6,1.6,79.4,296.2
2026-08-27T20:25:00Z,WAN1,0.29,15.8,1.7,26.1,230.3
2026-08-27T20:30:00Z,WAN1,0.03,21.8,4.3,67.3,271.8
2026-08-27T20:35:00Z,WAN1,0.37,18.5,1.5,78.9,149.4
2026-08-27T20:40:00Z,WAN1,0.1,23.8,4.7,32.2,99.5
2026-08-27T20:45:00Z,WAN1,0.14,17.7,2.6,64.0,251.5
2026-08-27T20:50:00Z,WAN1,0.07,20.2,2.7,114.5,287.5
2026-08-27T20:55:00Z,WAN1,0.13,18.3,1.6,61.0,202.1
2026-08-27T21:00:00Z,WAN1,0.26,13.8,1.2,32.4,185.7
2026-08-27T21:05:00Z,WAN1,0.07,13.2,4.1,110.1,174.0
2026-08-27T21:10:00Z,WAN1,0.1,18.0,2.4,98.2,80.6
2026-08-27T21:15:00Z,WAN1,0.1,15.5,5.5,36.5,90.0
2026-08-27T21:20:00Z,WAN1,0.05,11.6,2.7,59.5,237.5
2026-08-27T21:25:00Z,WAN1,0.16,16.1,3.0,97.4,274.8
2026-08-27T21:30:00Z,WAN1,0.17,23.7,2.3,117.8,176.6
2026-08-27T21:35:00Z,WAN1,0.27,14.5,2.4,33.5,270.2
2026-08-27T21:40:00Z,WAN1,0.14,19.9,3.3,72.7,93.8
2026-08-27T21:45:00Z,WAN1,0.07,13.7,4.4,74.3,40.6
2026-08-27T21:50:00Z,WAN1,0.28,15.4,1.3,46.0,95.0
2026-08-27T21:55:00Z,WAN1,0.33,17.4,2.6,44.9,115.7
2026-08-27T22:00:00Z,WAN1,0.11,13.9,5.0,98.9,221.5
2026-08-27T22:05:00Z,WAN1,0.35,19.1,1.6,24.5,82.7
2026-08-27T22:10:00Z,WAN1,0.1,17.0,5.1,78.6,151.7
2026-08-27T22:15:00Z,WAN1,0.1,24.7,4.8,54.1,52.0
2026-08-27T22:20:00Z,WAN1,0.39,12.4,5.2,31.7,209.8
2026-08-27T22:25:00Z,WAN1,0.14,23.1,2.5,30.1,91.7
2026-08-27T22:30:00Z,WAN1,0.32,24.6,4.2,88.2,113.3
2026-08-27T22:35:00Z,WAN1,0.11,9.5,5.9,24.3,199.2
2026-08-27T22:40:00Z,WAN1,0.14,11.2,3.2,113.1,104.4
2026-08-27T22:45:00Z,WAN1,0.07,18.7,4.3,71.1,86.7
2026-08-27T22:50:00Z,WAN1,0.35,9.9,1.9,44.2,173.6
2026-08-27T22:55:00Z,WAN1,0.19,17.4,4.6,109.4,161.8
2026-08-27T23:00:00Z,WAN1,0.02,22.1,1.1,51.8,77.2
2026-08-27T23:05:00Z,WAN1,0.24,21.3,1.6,49.4,261.3
2026-08-27T23:10:00Z,WAN1,0.28,9.8,4.4,99.4,146.2
2026-08-27T23:15:00Z,WAN1,0.06,19.2,2.6,33.4,82.8
2026-08-27T23:20:00Z,WAN1,0.16,10.2,2.9,75.1,183.5
2026-08-27T23:25:00Z,WAN1,0.16,21.6,1.4,53.0,282.7
2026-08-27T23:30:00Z,WAN1,0.35,23.7,4.8,73.6,244.8
2026-08-27T23:35:00Z,WAN1,0.23,10.0,2.3,29.7,267.5
2026-08-27T23:40:00Z,WAN1,0.13,14.9,3.7,30.1,223.5
2026-08-27T23:45:00Z,WAN1,0.32,21.5,5.4,51.7,77.8
2026-08-27T23:50:00Z,WAN1,0.3,19.8,2.9,54.3,80.0
2026-08-27T23:55:00Z,WAN1,0.33,15.8,5.1,54.0,123.5
2026-08-28T00:00:00Z,WAN1,0.21,20.7,5.4,55.3,220.3
2026-08-28T00:05:00Z,WAN1,0.16,22.6,4.8,75.5,134.3
2026-08-28T00:10:00Z,WAN1,0.11,23.0,5.0,50.5,62.0
2026-08-28T00:15:00Z,WAN1,0.08,24.4,1.2,101.0,177.5
2026-08-28T00:20:00Z,WAN1,0.22,17.2,3.1,75.7,63.4
2026-08-28T00:25:00Z,WAN1,0.37,9.7,1.7,87.3,206.6
2026-08-28T00:30:00Z,WAN1,0.32,19.8,5.7,25.2,42.8
2026-08-28T00:35:00Z,WAN1,0.09,21.2,1.8,73.1,240.3
2026-08-28T00:40:00Z,WAN1,0.06,17.0,5.5,94.7,143.5
2026-08-28T00:45:00Z,WAN1,0.19,12.7,5.8,98.3,216.9
2026-08-28T00:50:00Z,WAN1,0.12,20.4,3.4,99.8,134.6
2026-08-28T00:55:00Z,WAN1,0.35,19.6,3.3,76.3,249.3
2026-08-28T01:00:00Z,WAN1,0.21,24.3,1.0,109.7,225.7
2026-08-28T01:05:00Z,WAN1,0.2,22.4,1.7,53.8,225.6
2026-08-28T01:10:00Z,WAN1,0.33,14.3,6.0,84.9,51.8
2026-08-28T01:15:00Z,WAN1,0.05,9.3,3.8,52.2,107.9
2026-08-28T01:20:00Z,WAN1,0.18,9.3,5.5,103.8,185.3
2026-08-28T01:25:00Z,WAN1,0.18,13.2,4.0,54.7,293.6
2026-08-28T01:30:00Z,WAN1,0.38,20.4,5.1,27.5,72.2
2026-08-28T01:35:00Z,WAN1,0.14,10.1,3.1,118.6,257.0
2026-08-28T01:40:00Z,WAN1,0.38,11.8,2.1,22.3,111.2
2026-08-28T01:45:00Z,WAN1,0.02,17.0,2.5,87.4,185.9
2026-08-28T01:50:00Z,WAN1,0.24,13.1,4.7,88.9,225.7
2026-08-28T01:55:00Z,WAN1,0.19,15.9,2.4,24.0,161.2
2026-08-28T02:00:00Z,WAN1,0.25,11.2,5.3,107.9,261.9
2026-08-28T02:05:00Z,WAN1,0.33,16.3,1.9,47.1,231.8
2026-08-28T02:10:00Z,WAN1,0.39,9.9,1.0,55.3,130.8
2026-08-28T02:15:00Z,WAN1,0.24,9.9,5.2,53.8,276.2
2026-08-28T02:20:00Z,WAN1,0.13,13.2,1.9,116.6,193.3
