ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,0.13,10.6,4.3,27.2,179.3
2026-08-27T17:00:00Z,WAN2,0.15,9.0,3.5,23.7,152.7
2026-08-27T17:05:00Z,WAN1,0.03,9.5,3.1,102.7,72.2
2026-08-27T17:05:00Z,WAN2,0.09,18.7,5.7,77.7,143.1
2026-08-27T17:10:00Z,WAN1,0.39,8.8,5.3,49.0,77.5
2026-08-27T17:10:00Z,WAN2,0.05,13.2,5.1,38.1,191.2
2026-08-27T17:15:00Z,WAN1,0.26,14.3,3.7,26.3,55.5
2026-08-27T17:15:00Z,WAN2,0.08,19.6,3.1,51.4,192.2
2026-08-27T17:20:00Z,WAN1,0.18,13.1,5.0,89.9,103.5
2026-08-27T17:20:00Z,WAN2,0.23,16.9,5.4,92.9,114.9
2026-08-27T17:25:00Z,WAN1,0.39,10.0,3.1,95.7,79.5
2026-08-27T17:25:00Z,WAN2,0.2,8.7,4.3,96.5,189.0
2026-08-27T17:30:00Z,WAN1,0.35,13.3,4.5,79.4,190.8
2026-08-27T17:30:00Z,WAN2,0.18,22.3,5.7,67.4,212.7
2026-08-27T17:35:00Z,WAN1,0.02,19.9,4.2,119.3,253.7
2026-08-27T17:35:00Z,WAN2,0.11,14.6,4.3,22.3,160.0
2026-08-27T17:40:00Z,WAN1,0.07,10.0,1.3,96.8,73.6
2026-08-27T17:40:00Z,WAN2,0.1,14.6,5.4,28.1,156.8
2026-08-27T17:45:00Z,WAN1,0.22,23.0,5.1,106.4,112.4
2026-08-27T17:45:00Z,WAN2,0.17,14.1,5.4,115.8,79.2
2026-08-27T17:50:00Z,WAN1,0.07,11.9,2.2,68.5,193.2
2026-08-27T17:50:00Z,WAN2,0.11,8.1,3.1,56.9,187.2
2026-08-27T17:55:00Z,WAN1,0.38,19.7,3.6,81.8,215.8
2026-08-27T17:55:00Z,WAN2,0.02,23.3,4.9,107.5,247.4
2026-08-27T18:00:00Z,WAN1,0.16,14.8,1.5,83.4,56.2
2026-08-27T18:00:00Z,WAN2,0.03,11.5,1.8,54.0,53.7
2026-08-27T18:05:00Z,WAN1,0.0,10.6,1.5,56.4,46.6
2026-08-27T18:05:00Z,WAN2,0.35,18.4,1.7,45.2,130.3
2026-08-27T18:10:00Z,WAN1,0.15,10.1,5.2,119.3,161.2
2026-08-27T18:10:00Z,WAN2,0.19,9.5,1.5,54.3,108.8
2026-08-27T18:15:00Z,WAN1,0.33,10.7,1.1,115.1,177.3
2026-08-27T18:15:00Z,WAN2,0.06,17.2,1.1,72.8,294.4
2026-08-27T18:20:00Z,WAN1,0.35,19.8,2.3,56.7,83.4
2026-08-27T18:20:00Z,WAN2,0.31,17.1,4.9,53.0,98.0
2026-08-27T18:25:00Z,WAN1,0.32,24.7,5.3,100.6,252.8
2026-08-27T18:25:00Z,WAN2,0.3,11.9,3.6,55.6,47.5
2026-08-27T18:30:00Z,WAN1,0.01,12.8,2.3,89.3,288.7
2026-08-27T18:30:00Z,WAN2,0.18,23.9,5.9,115.5,134.8
2026-08-27T18:35:00Z,WAN1,0.09,11.9,2.0,40.4,202.3
2026-08-27T18:35:00Z,WAN2,0.36,22.3,3.4,85.3,247.9
2026-08-27T18:40:00Z,WAN1,0.03,19.2,5.5,98.2,235.0
2026-08-27T18:40:00Z,WAN2,0.19,11.0,4.9,53.3,248.2
2026-08-27T18:45:00Z,WAN1,0.39,14.7,3.0,114.7,228.4
2026-08-27T18:45:00Z,WAN2,0.07,10.2,1.8,110.5,249.7
2026-08-27T18:50:00Z,WAN1,0.06,22.1,5.9,85.7,131.1
2026-08-27T18:50:00Z,WAN2,0.22,10.2,1.1,117.1,208.9
2026-08-27T18:55:00Z,WAN1,0.21,23.9,3.2,107.2,254.8
