ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,5.02,32.9,55.9,92.4,204.1
2026-08-27T17:05:00Z,WAN1,6.58,68.1,48.8,88.6,297.7
2026-08-27T17:10:00Z,WAN1,8.22,31.5,55.7,75.4,53.3
2026-08-27T17:15:00Z,WAN1,8.69,35.4,39.4,57.6,95.8
2026-08-27T17:20:00Z,WAN1,4.1,78.8,36.5,34.2,197.1
2026-08-27T17:25:00Z,WAN1,5.94,55.4,25.5,35.9,117.2
2026-08-27T17:30:00Z,WAN1,5.84,48.0,28.1,93.5,188.1
2026-08-27T17:35:00Z,WAN1,6.13,79.5,37.7,29.4,163.8
2026-08-27T17:40:00Z,WAN1,7.28,60.8,46.9,115.9,66.3
2026-08-27T17:45:00Z,WAN1,7.93,40.4,36.4,49.6,241.7
2026-08-27T17:50:00Z,WAN1,5.97,53.9,49.9,74.9,135.0
2026-08-27T17:55:00Z,WAN1,6.0,41.9,43.9,86.9,209.2
2026-08-27T18:00:00Z,WAN1,4.75,78.6,45.9,33.3,190.2
2026-08-27T18:05:00Z,WAN1,4.7,70.6,37.3,88.4,218.1
2026-08-27T18:10:00Z,WAN1,4.54,80.2,33.1,25.8,73.4
2026-08-27T18:15:00Z,WAN1,7.21,41.2,32.6,88.7,69.7
2026-08-27T18:20:00Z,WAN1,4.4,89.6,49.1,107.0,248.7
2026-08-27T18:25:00Z,WAN1,8.05,48.2,58.0,51.3,56.9
2026-08-27T18:30:00Z,WAN1,6.46,86.4,28.5,39.5,66.6
2026-08-27T18:35:00Z,WAN1,7.79,57.9,34.6,29.7,239.6
2026-08-27T18:40:00Z,WAN1,7.35,45.6,53.3,100.6,147.3
2026-08-27T18:45:00Z,WAN1,7.41,56.7,55.6,101.8,224.1
2026-08-27T18:50:00Z,WAN1,4.79,86.2,51.7,92.7,56.8
2026-08-27T18:55:00Z,WAN1,7.84,54.2,57.6,113.6,162.2
2026-08-27T19:00:00Z,WAN1,8.14,74.4,45.0,105.0,227.3
2026-08-27T19:05:00Z,WAN1,8.9,31.2,32.2,105.1,177.7
2026-08-27T19:10:00Z,WAN1,4.63,82.4,40.2,118.3,217.4
2026-08-27T19:15:00Z,WAN1,6.82,43.6,58.8,99.0,51.2
2026-08-27T19:20:00Z,WAN1,7.85,84.7,28.0,97.5,173.4
2026-08-27T19:25:00Z,WAN1,6.13,78.9,30.1,117.2,254.7
2026-08-27T19:30:00Z,WAN1,8.82,50.4,30.4,81.5,69.4
2026-08-27T19:35:00Z,WAN1,6.92,31.1,28.6,76.8,126.8
2026-08-27T19:40:00Z,WAN1,6.25,54.2,28.7,117.0,103.4
2026-08-27T19:45:00Z,WAN1,8.71,81.4,41.3,69.8,160.6
2026-08-27T19:50:00Z,WAN1,7.83,30.3,50.2,30.4,49.2
2026-08-27T19:55:00Z,WAN1,5.77,60.8,59.8,113.2,270.3
2026-08-27T20:00:00Z,WAN1,5.87,85.7,40.8,109.7,244.4
2026-08-27T20:05:00Z,WAN1,7.2,53.4,41.6,100.1,257.3
2026-08-27T20:10:00Z,WAN1,4.84,36.1,46.1,111.8,156.3
2026-08-27T20:15:00Z,WAN1,7.15,33.0,45.8,111.8,140.4
2026-08-27T20:20:00Z,WAN1,4.99,83.7,28.0,46.8,217.3
2026-08-27T20:25:00Z,WAN1,7.13,81.8,53.2,100.1,125.2
2026-08-27T20:30:00Z,WAN1,8.2,75.4,43.9,92.0,89.0
2026-08-27T20:35:00Z,WAN1,6.16,44.8,29.8,57.8,197.0
2026-08-27T20:40:00Z,WAN1,8.04,88.5,31.3,76.1,218.9
2026-08-27T20:45:00Z,WAN1,4.95,50.3,30.7,66.2,222.6
2026-08-27T20:50:00Z,WAN1,4.11,68.4,29.0,38.5,251.0
2026-08-27T20:55:00Z,WAN1,8.06,59.9,47.9,23.9,50.8
2026-08-27T21:00:00Z,WAN1,7.15,84.1,46.6,40.1,48.1
2026-08-27T21:05:00Z,WAN1,9.0,36.1,47.1,77.0,166.2
2026-08-27T21:10:00Z,WAN1,5.41,41.1,55.1,91.9,43.9
2026-08-27T21:15:00Z,WAN1,7.31,80.3,55.7,41.0,99.1
2026-08-27T21:20:00Z,WAN1,6.34,75.3,56.0,48.7,161.7
