ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,0.21,16.1,1.7,34.6,171.7
2026-08-27T17:05:00Z,WAN1,0.32,15.3,1.3,113.5,75.8
2026-08-27T17:10:00Z,WAN1,0.35,8.8,4.2,34.6,107.7
2026-08-27T17:15:00Z,WAN1,0.17,20.8,3.2,61.8,144.6
2026-08-27T17:20:00Z,WAN1,0.21,12.8,5.8,39.0,74.5
2026-08-27T17:25:00Z,WAN1,0.22,14.0,4.6,23.9,215.9
2026-08-27T17:30:00Z,WAN1,0.15,23.8,2.5,63.3,122.5
2026-08-27T17:35:00Z,WAN1,0.21,12.8,4.3,61.2,224.1
2026-08-27T17:40:00Z,WAN1,0.12,15.8,3.8,91.9,209.6
2026-08-27T17:45:00Z,WAN1,0.17,9.5,1.6,34.7,87.8
2026-08-27T17:50:00Z,WAN1,0.07,19.3,2.7,110.8,100.8
2026-08-27T17:55:00Z,WAN1,0.1,11.1,1.7,88.2,190.4
2026-08-27T18:00:00Z,WAN1,0.1,21.8,4.4,62.9,198.0
2026-08-27T18:05:00Z,WAN1,0.26,15.5,1.5,56.5,286.0
2026-08-27T18:10:00Z,WAN1,0.15,18.9,1.4,97.4,264.7
2026-08-27T18:15:00Z,WAN1,0.15,14.3,3.6,45.2,94.6
2026-08-27T18:20:00Z,WAN1,0.05,19.7,3.5,115.6,290.2
2026-08-27T18:25:00Z,WAN1,0.35,24.1,5.2,22.5,73.7
2026-08-27T18:30:00Z,WAN1,0.39,22.9,4.1,82.0,153.4
2026-08-27T18:35:00Z,WAN1,0.17,10.5,3.7,47.5,71.7
2026-08-27T18:40:00Z,WAN1,0.35,17.8,5.4,49.4,190.0
2026-08-27T18:45:00Z,WAN1,0.11,22.1,2.0,84.8,184.3
2026-08-27T18:50:00Z,WAN1,0.13,9.4,3.4,72.3,252.7
2026-08-27T18:55:00Z,WAN1,0.08,11.2,2.5,100.2,100.4
2026-08-27T19:00:00Z,WAN1,0.25,8.5,1.4,90.8,169.2
2026-08-27T19:05:00Z,WAN1,0.05,16.0,5.7,59.1,184.8
2026-08-27T19:10:00Z,WAN1,0.17,16.6,1.2,108.3,190.7
2026-08-27T19:15:00Z,WAN1,0.14,12.8,1.9,113.4,258.6
2026-08-27T19:20:00Z,WAN1,0.15,18.3,3.8,40.0,48.6
2026-08-27T19:25:00Z,WAN1,0.29,10.8,3.8,21.7,45.7
2026-08-27T19:30:00Z,WAN1,0.07,19.1,4.1,119.1,211.6
2026-08-27T19:35:00Z,WAN1,0.21,8.2,5.8,68.9,263.1
2026-08-27T19:40:00Z,WAN1,0.02,22.2,3.4,41.7,145.6
2026-08-27T19:45:00Z,WAN1,0.03,17.9,2.1,90.2,85.2
2026-08-27T19:50:00Z,WAN1,0.28,18.5,4.6,115.0,116.8
2026-08-27T19:55:00Z,WAN1,0.27,14.8,5.5,102.5,238.5
2026-08-27T20:00:00Z,WAN1,0.24,12.4,5.5,116.9,287.0
2026-08-27T20:05:00Z,WAN1,0.14,22.0,4.4,104.0,248.6
2026-08-27T20:10:00Z,WAN1,0.18,14.7,5.0,85.5,180.3
2026-08-27T20:15:00Z,WAN1,0.35,8.5,1.1,66.5,65.3
2026-08-27T20:20:00Z,WAN1,0.34,9.5,5.4,42.5,74.8
2026-08-27T20:25:00Z,WAN1,0.3,19.5,3.1,79.6,183.8
2026-08-27T20:30:00Z,WAN1,0.38,16.6,3.7,66.2,147.1
2026-08-27T20:35:00Z,WAN1,0.28,9.9,4.5,112.9,237.9
2026-08-27T20:40:00Z,WAN1,0.22,14.0,1.5,29.2,180.2
2026-08-27T20:45:00Z,WAN1,0.35,22.7,1.9,94.9,249.9
2026-08-27T20:50:00Z,WAN1,0.19,22.6,1.9,53.6,173.7
2026-08-27T20:55:00Z,WAN1,0.29,15.6,2.5,106.7,141.9
2026-08-27T21:00:00Z,WAN1,0.17,11.8,3.4,90.6,134.1
2026-08-27T21:05:00Z,WAN1,0.26,16.4,1.1,116.2,114.9
2026-08-27T21:10:00Z,WAN1,0.22,24.3,2.0,26.4,93.4
2026-08-27T21:15:00Z,WAN1,0.06,22.5,3.6,24.2,110.6
2026-08-27T21:20:00Z,WAN1,0.2,11.0,2.5,110.5,155.6
2026-08-27T21:25:00Z,WAN1,0.09,18.2,1.6,72.0,208.4
2026-08-27T21:30:00Z,WAN1,0.04,17.3,2.5,94.5,200.1
2026-08-27T21:35:00Z,WAN1,0.36,18.3,1.9,38.6,223.0
2026-08-27T21:40:00Z,WAN1,0.32,9.1,3.1,48.3,161.5
2026-08-27T21:45:00Z,WAN1,0.35,17.5,4.7,96.5,112.2
2026-08-27T21:50:00Z,WAN1,0.25,14.4,3.4,73.1,213.4
2026-08-27T21:55:00Z,WAN1,0.07,22.3,1.8,51.3,260.8
2026-08-27T22:00:00Z,WAN1,0.39,14.2,5.8,23.7,288.4
2026-08-27T22:05:00Z,WAN1,0.08,8.6,4.8,36.1,235.6
2026-08-27T22:10:00Z,WAN1,0.0,10.1,2.8,28.4,162.5
2026-08-27T22:15:00Z,WAN1,0.14,20.6,3.5,116.5,259.3
2026-08-27T22:20:00Z,WAN1,0.07,23.6,5.5,76.5,177.0
2026-08-27T22:25:00Z,WAN1,0.07,13.5,2.1,39.6,199.7
2026-08-27T22:30:00Z,WAN1,0.13,21.1,3.9,102.7,62.7
2026-08-27T22:35:00Z,WAN1,0.34,16.6,4.2,43.8,221.0
2026-08-27T22:40:00Z,WAN1,0.16,20.3,3.9,34.0,118.2
2026-08-27T22:45:00Z,WAN1,0.3,8.3,4.2,74.5,225.8
2026-08-27T22:50:00Z,WAN1,0.13,16.1,3.4,94.9,59.0
2026-08-27T22:55:00Z,WAN1,0.2,12.4,3.9,45.9,93.6
2026-08-27T23:00:00Z,WAN1,0.09,23.2,2.8,108.0,231.2
2026-08-27T23:05:00Z,WAN1,0.11,17.4,1.0,113.3,204.0
2026-08-27T23:10:00Z,WAN1,0.05,16.8,3.5,87.1,115.2
2026-08-27T23:15:00Z,WAN1,0.36,18.6,1.4,101.9,270.0
2026-08-27T23:20:00Z,WAN1,0.12,20.1,5.3,108.2,58.3
2026-08-27T23:25:00Z,WAN1,0.33,12.2,5.0,88.7,161.1
2026-08-27T23:30:00Z,WAN1,0.36,21.7,6.0,115.9,189.0
2026-08-27T23:35:00Z,WAN1,0.29,19.4,3.0,69.9,172.0
2026-08-27T23:40:00Z,WAN1,0.09,12.4,5.2,104.6,221.3
2026-08-27T23:45:00Z,WAN1,0.28,16.7,3.9,86.6,41.9
2026-08-27T23:50:00Z,WAN1,0.18,24.5,2.0,66.7,60.2
2026-08-27T23:55:00Z,WAN1,0.1,22.0,1.2,99.9,247.5
2026-08-28T00:00:00Z,WAN1,0.35,12.4,5.7,57.2,157.1
