ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,primary,0.01,11.1,4.0,69.7,175.6
2026-08-27T17:00:00Z,secondary,0.25,14.3,2.6,42.9,123.6
2026-08-27T17:05:00Z,primary,0.08,19.3,1.1,47.5,221.5
2026-08-27T17:05:00Z,secondary,0.21,17.8,4.1,89.2,280.8
2026-08-27T17:10:00Z,primary,0.4,23.2,1.3,34.3,127.6
2026-08-27T17:10:00Z,secondary,0.09,22.0,5.8,43.9,139.3
2026-08-27T17:15:00Z,primary,0.02,16.1,2.6,24.8,157.0
2026-08-27T17:15:00Z,secondary,0.34,9.2,1.9,118.8,150.2
2026-08-27T17:20:00Z,primary,0.39,24.7,5.9,28.3,190.4
2026-08-27T17:20:00Z,secondary,0.22,16.9,3.3,113.3,282.9
2026-08-27T17:25:00Z,primary,0.2,15.0,1.9,112.7,81.0
2026-08-27T17:25:00Z,secondary,0.15,24.2,3.8,42.2,128.1
2026-08-27T17:30:00Z,primary,0.39,13.1,4.8,76.1,152.0
2026-08-27T17:30:00Z,secondary,0.26,15.1,5.0,112.3,82.8
2026-08-27T17:35:00Z,primary,0.38,13.7,2.9,60.5,84.2
2026-08-27T17:35:00Z,secondary,0.05,11.3,1.3,43.9,292.5
2026-08-27T17:40:00Z,primary,0.07,13.2,1.2,56.5,281.7
2026-08-27T17:40:00Z,secondary,0.06,9.4,3.1,118.8,203.5
2026-08-27T17:45:00Z,primary,0.29,22.8,3.4,34.5,59.7
2026-08-27T17:45:00Z,secondary,0.32,23.8,2.1,33.7,69.2
2026-08-27T17:50:00Z,primary,0.04,20.0,5.0,89.3,298.9
2026-08-27T17:50:00Z,secondary,0.38,17.4,1.4,21.6,213.6
2026-08-27T17:55:00Z,primary,0.03,14.6,5.4,80.3,120.5
2026-08-27T17:55:00Z,secondary,0.25,12.7,5.1,54.3,176.2
2026-08-27T18:00:00Z,primary,0.21,23.5,2.7,118.2,262.4
2026-08-27T18:00:00Z,secondary,0.04,14.0,4.3,86.7,163.4
2026-08-27T18:05:00Z,primary,0.12,22.6,5.7,111.6,201.1
2026-08-27T18:05:00Z,secondary,0.31,19.1,3.6,85.4,57.6
2026-08-27T18:10:00Z,primary,0.34,22.7,5.6,55.1,152.6
2026-08-27T18:10:00Z,secondary,0.21,17.0,3.2,117.8,41.0
2026-08-27T18:15:00Z,primary,0.09,20.8,3.8,87.7,287.1
