ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,0.16,10.3,2.4,37.2,178.4
2026-08-27T17:00:00Z,WAN2,0.32,10.7,5.7,98.2,60.6
2026-08-27T17:05:00Z,WAN1,0.36,12.9,4.8,35.8,90.1
2026-08-27T17:05:00Z,WAN2,0.15,18.6,1.8,39.2,249.3
2026-08-27T17:10:00Z,WAN1,0.25,23.9,1.5,71.8,65.2
2026-08-27T17:10:00Z,WAN2,0.24,13.7,5.9,46.2,219.4
2026-08-27T17:15:00Z,WAN1,0.13,18.2,5.7,115.1,242.5
2026-08-27T17:15:00Z,WAN2,0.23,15.7,1.7,28.9,104.5
2026-08-27T17:20:00Z,WAN1,0.38,18.9,2.0,26.9,79.0
2026-08-27T17:20:00Z,WAN2,0.02,11.9,3.1,32.2,289.2
2026-08-27T17:25:00Z,WAN1,0.24,11.3,4.0,88.9,278.5
2026-08-27T17:25:00Z,WAN2,0.1,15.9,2.3,76.2,180.8
2026-08-27T17:30:00Z,WAN1,0.08,21.5,5.3,40.6,297.3
2026-08-27T17:30:00Z,WAN2,0.15,21.1,1.3,71.3,170.1
2026-08-27T17:35:00Z,WAN1,0.25,15.9,1.4,113.2,271.9
2026-08-27T17:35:00Z,WAN2,0.12,19.3,3.9,83.2,45.8
2026-08-27T17:40:00Z,WAN1,0.06,15.5,6.0,72.4,159.6
2026-08-27T17:40:00Z,WAN2,0.31,9.7,2.6,23.2,77.9
2026-08-27T17:45:00Z,WAN1,0.32,23.4,1.6,94.1,66.8
2026-08-27T17:45:00Z,WAN2,0.13,8.6,3.9,44.0,271.4
2026-08-27T17:50:00Z,WAN1,0.32,18.2,4.6,96.0,186.6
2026-08-27T17:50:00Z,WAN2,0.32,18.7,4.3,97.7,295.9
2026-08-27T17:55:00Z,WAN1,0.37,22.0,1.2,43.5,54.9
2026-08-27T17:55:00Z,WAN2,0.11,17.7,1.6,34.3,67.0
2026-08-27T18:00:00Z,WAN1,0.16,12.0,4.8,39.7,123.5
2026-08-27T18:00:00Z,WAN2,0.1,13.5,4.9,95.1,242.1
2026-08-27T18:05:00Z,WAN1,0.14,20.3,4.7,77.0,297.7
2026-08-27T18:05:00Z,WAN2,0.05,11.4,2.3,60.8,164.5
2026-08-27T18:10:00Z,WAN1,0.39,21.0,2.0,49.8,93.2
2026-08-27T18:10:00Z,WAN2,0.19,12.7,4.0,99.8,254.6
2026-08-27T18:15:00Z,WAN1,0.39,13.0,2.6,48.0,148.1
2026-08-27T18:15:00Z,WAN2,0.22,14.7,2.8,81.0,217.7
2026-08-27T18:20:00Z,WAN1,0.34,15.7,3.4,47.7,89.1
2026-08-27T18:20:00Z,WAN2,0.1,24.9,5.2,67.5,76.8
2026-08-27T18:25:00Z,WAN1,0.14,20.7,5.1,69.8,53.4
2026-08-27T18:25:00Z,WAN2,0.15,8.5,3.4,51.4,136.2
2026-08-27T18:30:00Z,WAN1,0.03,15.6,3.9,114.9,91.6
2026-08-27T18:30:00Z,WAN2,0.02,17.2,5.3,23.0,287.2
2026-08-27T18:35:00Z,WAN1,0.1,9.4,5.2,52.8,227.9
2026-08-27T18:35:00Z,WAN2,0.02,23.8,1.1,102.1,226.7
2026-08-27T18:40:00Z,WAN1,0.22,13.2,5.1,59.0,148.1
2026-08-27T18:40:00Z,WAN2,0.39,24.1,5.3,111.0,202.6
2026-08-27T18:45:00Z,WAN1,0.14,21.6,3.1,99.3,262.8
2026-08-27T18:45:00Z,WAN2,0.19,21.0,1.8,106.2,197.9
2026-08-27T18:50:00Z,WAN1,0.35,19.9,3.6,40.7,141.3
2026-08-27T18:50:00Z,WAN2,0.06,11.8,1.4,83.2,107.0
2026-08-27T18:55:00Z,WAN1,0.37,13.3,3.6,56.2,221.8
2026-08-27T18:55:00Z,WAN2,0.03,12.9,4.9,90.1,232.7
2026-08-27T19:00:00Z,WAN1,0.06,12.8,3.9,65.2,161.0
2026-08-27T19:00:00Z,WAN2,0.21,13.1,5.6,21.2,266.6
2026-08-27T19:05:00Z,WAN1,0.36,12.9,4.9,94.9,223.7
2026-08-27T19:05:00Z,WAN2,0.01,17.7,5.0,114.8,162.9
2026-08-27T19:10:00Z,WAN1,0.16,17.9,5.6,57.7,62.6
2026-08-27T19:10:00Z,WAN2,0.18,10.7,4.5,73.0,263.9
2026-08-27T19:15:00Z,WAN1,0.13,18.1,1.5,115.0,257.9
2026-08-27T19:15:00Z,WAN2,0.33,8.5,3.2,86.1,96.8
2026-08-27T19:20:00Z,WAN1,0.25,10.5,5.2,76.1,142.6
2026-08-27T19:20:00Z,WAN2,0.08,9.9,3.0,59.6,276.1
2026-08-27T19:25:00Z,WAN1,0.22,18.1,2.4,51.4,63.2
2026-08-27T19:25:00Z,WAN2,0.0,9.6,2.6,112.3,213.6
2026-08-27T19:30:00Z,WAN1,0.34,12.8,5.9,46.4,61.0
2026-08-27T19:30:00Z,WAN2,0.14,24.5,3.7,109.1,147.0
2026-08-27T19:35:00Z,WAN1,0.18,18.3,4.4,52.3,104.5
2026-08-27T19:35:00Z,WAN2,0.31,11.9,1.4,49.7,127.7
2026-08-27T19:40:00Z,WAN1,0.4,17.7,4.8,35.2,160.5
2026-08-27T19:40:00Z,WAN2,0.36,24.5,1.3,58.1,108.8
2026-08-27T19:45:00Z,WAN1,0.21,11.7,5.1,117.4,96.0
2026-08-27T19:45:00Z,WAN2,0.33,23.9,2.8,69.1,147.8
2026-08-27T19:50:00Z,WAN1,0.04,19.1,2.5,92.1,121.6
2026-08-27T19:50:00Z,WAN2,0.23,21.8,3.9,31.7,200.3
2026-08-27T19:55:00Z,WAN1,0.22,23.5,2.4,54.5,86.9
2026-08-27T19:55:00Z,WAN2,0.29,9.6,2.7,77.7,298.7
2026-08-27T20:00:00Z,WAN1,0.15,24.3,2.3,113.9,101.6
2026-08-27T20:00:00Z,WAN2,0.35,19.7,1.8,63.6,185.7
2026-08-27T20:05:00Z,WAN1,0.07,19.6,3.8,47.6,67.4
2026-08-27T20:05:00Z,WAN2,0.12,16.7,5.9,91.6,232.1
2026-08-27T20:10:00Z,WAN1,0.22,19.8,5.4,27.2,236.3
2026-08-27T20:10:00Z,WAN2,0.06,15.0,2.5,69.1,177.8
2026-08-27T20:15:00Z,WAN1,0.07,9.0,2.0,94.2,129.0
2026-08-27T20:15:00Z,WAN2,0.11,22.8,5.9,111.7,80.4
2026-08-27T20:20:00Z,WAN1,0.05,19.1,3.9,69.6,54.7
2026-08-27T20:20:00Z,WAN2,0.35,15.8,5.9,97.8,185.0
2026-08-27T20:25:00Z,WAN1,0.21,18.8,3.2,117.3,42.8
2026-08-27T20:25:00Z,WAN2,0.21,20.0,4.2,27.8,200.6
2026-08-27T20:30:00Z,WAN1,0.14,14.5,5.2,102.4,262.2
2026-08-27T20:30:00Z,WAN2,0.24,21.2,3.5,105.5,190.0
2026-08-27T20:35:00Z,WAN1,0.07,19.9,1.7,116.2,124.3
2026-08-27T20:35:00Z,WAN2,0.11,19.8,1.8,79.3,133.3
2026-08-27T20:40:00Z,WAN1,0.09,23.5,4.0,74.9,228.0
