ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,0.29,14.7,3.9,105.0,205.5
2026-08-27T17:00:00Z,WAN2,0.05,8.1,1.2,49.0,286.0
2026-08-27T17:05:00Z,WAN1,0.23,11.0,3.9,81.3,241.1
2026-08-27T17:05:00Z,WAN2,0.3,19.6,2.4,43.6,76.6
2026-08-27T17:10:00Z,WAN1,0.11,13.5,3.1,37.5,212.7
2026-08-27T17:10:00Z,WAN2,0.32,17.2,3.2,40.8,246.5
2026-08-27T17:15:00Z,WAN1,0.06,11.6,2.6,100.0,178.5
2026-08-27T17:15:00Z,WAN2,0.08,9.2,5.4,115.7,275.4
2026-08-27T17:20:00Z,WAN1,0.32,17.0,5.2,41.9,55.3
2026-08-27T17:20:00Z,WAN2,0.24,17.1,4.8,68.6,108.4
2026-08-27T17:25:00Z,WAN1,0.35,19.5,2.5,39.9,187.8
2026-08-27T17:25:00Z,WAN2,0.15,13.9,3.5,104.3,187.9
2026-08-27T17:30:00Z,WAN1,0.06,21.8,2.9,29.6,75.8
2026-08-27T17:30:00Z,WAN2,0.12,8.1,5.5,60.9,57.0
2026-08-27T17:35:00Z,WAN1,0.3,21.2,1.3,51.4,202.6
2026-08-27T17:35:00Z,WAN2,0.2,16.2,4.5,27.5,51.5
2026-08-27T17:40:00Z,WAN1,0.38,14.2,3.5,67.2,69.2
2026-08-27T17:40:00Z,WAN2,0.34,12.3,5.0,78.5,153.0
2026-08-27T17:45:00Z,WAN1,0.11,22.5,3.4,118.3,237.3
2026-08-27T17:45:00Z,WAN2,0.13,21.3,5.2,98.6,135.8
2026-08-27T17:50:00Z,WAN1,0.18,12.3,4.6,32.6,235.3
2026-08-27T17:50:00Z,WAN2,0.09,8.7,3.8,41.6,194.5
2026-08-27T17:55:00Z,WAN1,0.36,23.8,4.8,69.5,269.3
2026-08-27T17:55:00Z,WAN2,0.12,17.5,2.2,108.9,208.3
2026-08-27T18:00:00Z,WAN1,0.36,9.6,3.3,25.8,290.0
2026-08-27T18:00:00Z,WAN2,0.31,10.9,1.4,72.9,217.8
2026-08-27T18:05:00Z,WAN1,0.04,10.9,4.8,56.5,129.6
2026-08-27T18:05:00Z,WAN2,0.07,14.1,3.3,41.0,222.1
2026-08-27T18:10:00Z,WAN1,0.2,19.9,4.0,102.7,54.1
2026-08-27T18:10:00Z,WAN2,0.35,21.6,3.2,44.3,64.2
2026-08-27T18:15:00Z,WAN1,0.34,23.8,4.7,66.9,65.5
2026-08-27T18:15:00Z,WAN2,0.39,21.0,1.2,33.3,270.9
2026-08-27T18:20:00Z,WAN1,0.13,14.4,1.5,26.2,130.9
2026-08-27T18:20:00Z,WAN2,0.38,20.5,3.0,56.9,260.3
2026-08-27T18:25:00Z,WAN1,0.08,13.9,4.8,78.6,224.3
2026-08-27T18:25:00Z,WAN2,0.11,16.2,3.2,63.7,106.5
2026-08-27T18:30:00Z,WAN1,0.32,10.1,3.7,53.8,72.5
2026-08-27T18:30:00Z,WAN2,0.25,23.3,4.2,66.3,124.8
2026-08-27T18:35:00Z,WAN1,0.1,10.9,5.0,84.0,98.7
2026-08-27T18:35:00Z,WAN2,0.26,18.0,1.0,95.5,216.0
2026-08-27T18:40:00Z,WAN1,0.03,12.4,5.5,57.7,210.1
2026-08-27T18:40:00Z,WAN2,0.21,17.3,1.1,103.5,153.8
2026-08-27T18:45:00Z,WAN1,0.26,18.0,2.7,55.7,40.6
2026-08-27T18:45:00Z,WAN2,0.12,9.0,3.4,55.0,104.2
2026-08-27T18:50:00Z,WAN1,0.23,18.8,1.0,21.8,189.2
2026-08-27T18:50:00Z,WAN2,0.09,18.2,3.8,23.3,292.9
2026-08-27T18:55:00Z,WAN1,0.06,19.1,3.2,94.6,214.9
2026-08-27T18:55:00Z,WAN2,0.28,16.0,1.7,32.4,209.6
2026-08-27T19:00:00Z,WAN1,0.09,16.4,3.6,105.4,94.8
2026-08-27T19:00:00Z,WAN2,0.38,19.2,5.9,84.4,54.8
2026-08-27T19:05:00Z,WAN1,0.37,10.3,3.9,60.7,100.4
2026-08-27T19:05:00Z,WAN2,0.38,17.6,5.9,88.3,72.3
2026-08-27T19:10:00Z,WAN1,0.22,20.0,3.4,35.6,272.7
2026-08-27T19:10:00Z,WAN2,0.08,22.5,2.8,62.6,87.7
2026-08-27T19:15:00Z,WAN1,0.14,12.3,5.5,58.8,52.5
2026-08-27T19:15:00Z,WAN2,0.36,19.4,3.9,69.0,43.5
2026-08-27T19:20:00Z,WAN1,0.03,11.5,5.1,90.6,176.6
2026-08-27T19:20:00Z,WAN2,0.06,24.5,2.2,98.6,142.7
2026-08-27T19:25:00Z,WAN1,0.0,15.8,3.7,78.7,151.8
2026-08-27T19:25:00Z,WAN2,0.02,23.5,5.6,108.0,243.9
2026-08-27T19:30:00Z,WAN1,0.29,15.8,2.3,60.8,59.2
2026-08-27T19:30:00Z,WAN2,0.33,12.7,2.3,71.9,213.7
2026-08-27T19:35:00Z,WAN1,0.28,23.4,4.6,76.7,272.4
2026-08-27T19:35:00Z,WAN2,0.26,24.4,3.5,28.2,168.0
2026-08-27T19:40:00Z,WAN1,0.36,20.2,3.4,75.9,59.1
2026-08-27T19:40:00Z,WAN2,0.38,12.1,3.0,47.5,43.7
2026-08-27T19:45:00Z,WAN1,0.01,17.0,3.0,21.1,73.8
2026-08-27T19:45:00Z,WAN2,0.3,8.8,4.5,58.9,181.9
2026-08-27T19:50:00Z,WAN1,0.28,13.1,4.6,42.9,168.1
2026-08-27T19:50:00Z,WAN2,0.21,14.5,3.6,99.0,182.4
2026-08-27T19:55:00Z,WAN1,0.04,10.4,3.0,80.1,197.2
2026-08-27T19:55:00Z,WAN2,0.05,21.6,5.6,55.8,115.7
2026-08-27T20:00:00Z,WAN1,0.08,18.6,1.1,34.2,293.9
2026-08-27T20:00:00Z,WAN2,0.19,21.6,5.8,60.2,242.3
2026-08-27T20:05:00Z,WAN1,0.03,16.3,5.2,105.2,248.4
2026-08-27T20:05:00Z,WAN2,0.24,19.2,2.8,109.6,190.2
2026-08-27T20:10:00Z,WAN1,0.04,16.4,1.7,31.9,46.9
2026-08-27T20:10:00Z,WAN2,0.2,9.6,2.5,56.6,286.1
2026-08-27T20:15:00Z,WAN1,0.39,10.2,5.2,65.8,229.4
2026-08-27T20:15:00Z,WAN2,0.2,12.6,3.0,80.7,228.9
2026-08-27T20:20:00Z,WAN1,0.34,12.9,5.7,117.3,40.5
2026-08-27T20:20:00Z,WAN2,0.19,11.1,3.2,29.4,281.8
2026-08-27T20:25:00Z,WAN1,0.39,11.6,1.6,67.2,233.0
2026-08-27T20:25:00Z,WAN2,0.12,19.2,4.7,39.6,157.9
2026-08-27T20:30:00Z,WAN1,0.38,10.8,3.2,67.8,60.6
2026-08-27T20:30:00Z,WAN2,0.4,12.4,4.0,112.0,40.1
2026-08-27T20:35:00Z,WAN1,0.31,17.7,5.8,93.9,82.2
2026-08-27T20:35:00Z,WAN2,0.01,22.5,2.9,76.4,97.7
2026-08-27T20:40:00Z,WAN1,0.25,17.0,5.7,47.5,282.6
2026-08-27T20:40:00Z,WAN2,0.08,22.2,2.2,114.1,229.9
2026-08-27T20:45:00Z,WAN1,0.08,21.6,5.7,94.8,155.3
2026-08-27T20:45:00Z,WAN2,0.08,11.6,3.7,55.1,93.7
2026-08-27T20:50:00Z,WAN1,0.28,10.7,1.6,107.0,58.7
2026-08-27T20:50:00Z,WAN2,0.09,12.8,4.9,55.5,202.7
2026-08-27T20:55:00Z,WAN1,0.15,13.1,5.1,27.4,131.8
2026-08-27T20:55:00Z,WAN2,0.02,19.3,2.3,112.1,223.6
2026-08-27T21:00:00Z,WAN1,0.31,15.8,3.8,75.6,43.3
2026-08-27T21:00:00Z,WAN2,0.36,10.2,3.3,82.0,191.7
2026-08-27T21:05:00Z,WAN1,0.1,14.4,4.9,69.6,233.5
2026-08-27T21:05:00Z,WAN2,0.28,21.4,4.0,87.8,264.5
2026-08-27T21:10:00Z,WAN1,0.24,14.3,5.6,56.0,218.4
2026-08-27T21:10:00Z,WAN2,0.06,21.4,1.4,73.6,171.0
2026-08-27T21:15:00Z,WAN1,0.32,21.0,3.2,107.1,228.6
2026-08-27T21:15:00Z,WAN2,0.12,17.0,4.4,111.5,177.0
2026-08-27T21:20:00Z,WAN1,0.09,23.4,5.8,41.9,136.7
2026-08-27T21:20:00Z,WAN2,0.29,24.1,3.1,29.4,135.7
2026-08-27T21:25:00Z,WAN1,0.03,21.8,2.1,44.0,227.7
2026-08-27T21:25:00Z,WAN2,0.17,19.1,1.7,20.9,172.9
2026-08-27T21:30:00Z,WAN1,0.34,14.2,5.5,55.8,154.0
2026-08-27T21:30:00Z,WAN2,0.28,11.8,4.1,119.8,236.0
2026-08-27T21:35:00Z,WAN1,0.27,24.2,4.8,77.8,54.3
2026-08-27T21:35:00Z,WAN2,0.25,19.3,5.6,29.7,250.2
