ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,0.18,19.2,1.4,70.7,146.7
2026-08-27T17:00:00Z,WAN2,0.35,9.4,5.3,114.8,289.1
2026-08-27T17:05:00Z,WAN1,0.11,13.1,1.8,99.4,224.9
2026-08-27T17:05:00Z,WAN2,0.09,19.9,2.2,98.4,56.0
2026-08-27T17:10:00Z,WAN1,0.35,15.1,5.4,71.7,72.0
2026-08-27T17:10:00Z,WAN2,0.31,20.2,1.1,34.5,76.2
2026-08-27T17:15:00Z,WAN1,0.16,17.3,3.9,111.8,163.8
2026-08-27T17:15:00Z,WAN2,0.22,19.8,5.8,112.1,178.3
2026-08-27T17:20:00Z,WAN1,0.15,9.8,1.8,39.9,160.8
2026-08-27T17:20:00Z,WAN2,0.24,9.8,3.6,107.6,269.8
2026-08-27T17:25:00Z,WAN1,0.34,22.1,3.4,69.7,59.2
2026-08-27T17:25:00Z,WAN2,0.39,15.2,1.1,106.6,233.4
2026-08-27T17:30:00Z,WAN1,0.26,11.7,1.3,78.3,94.7
2026-08-27T17:30:00Z,WAN2,0.22,20.0,2.8,102.4,268.0
2026-08-27T17:35:00Z,WAN1,0.39,8.6,3.4,94.6,129.1
2026-08-27T17:35:00Z,WAN2,0.29,10.3,3.5,119.8,140.7
2026-08-27T17:40:00Z,WAN1,0.03,17.4,1.9,71.4,271.1
2026-08-27T17:40:00Z,WAN2,0.39,19.9,4.5,62.2,208.8
2026-08-27T17:45:00Z,WAN1,0.21,14.9,2.7,66.9,42.8
2026-08-27T17:45:00Z,WAN2,0.29,18.3,2.7,93.0,232.0
2026-08-27T17:50:00Z,WAN1,0.19,17.3,1.5,24.2,252.8
2026-08-27T17:50:00Z,WAN2,0.11,20.4,3.0,96.9,265.9
2026-08-27T17:55:00Z,WAN1,0.03,10.6,3.2,29.5,42.3
2026-08-27T17:55:00Z,WAN2,0.17,9.5,5.6,103.1,46.9
2026-08-27T18:00:00Z,WAN1,0.25,20.3,1.4,22.6,96.3
2026-08-27T18:00:00Z,WAN2,0.31,10.0,1.8,91.6,160.1
2026-08-27T18:05:00Z,WAN1,0.21,9.8,1.6,58.7,174.5
2026-08-27T18:05:00Z,WAN2,0.17,22.1,4.6,92.3,211.3
2026-08-27T18:10:00Z,WAN1,0.13,18.0,2.1,110.8,140.4
2026-08-27T18:10:00Z,WAN2,0.24,20.5,4.6,33.4,51.3
2026-08-27T18:15:00Z,WAN1,0.11,17.0,2.6,47.0,235.3
2026-08-27T18:15:00Z,WAN2,0.05,11.3,3.3,30.8,254.9
2026-08-27T18:20:00Z,WAN1,0.24,23.3,2.4,71.7,167.0
2026-08-27T18:20:00Z,WAN2,0.34,14.9,4.2,115.9,155.2
2026-08-27T18:25:00Z,WAN1,0.03,20.0,2.3,84.8,298.4
2026-08-27T18:25:00Z,WAN2,0.36,10.4,1.4,112.9,130.5
2026-08-27T18:30:00Z,WAN1,0.11,16.7,2.3,78.4,98.1
2026-08-27T18:30:00Z,WAN2,0.31,23.2,5.2,114.9,103.8
2026-08-27T18:35:00Z,WAN1,0.14,15.2,1.4,71.6,80.0
2026-08-27T18:35:00Z,WAN2,0.34,10.8,2.2,39.8,226.5
2026-08-27T18:40:00Z,WAN1,0.2,13.2,3.8,77.5,269.6
2026-08-27T18:40:00Z,WAN2,0.05,17.3,2.3,36.9,284.5
2026-08-27T18:45:00Z,WAN1,0.31,11.9,5.0,38.4,85.4
2026-08-27T18:45:00Z,WAN2,0.11,24.0,5.4,92.9,113.8
2026-08-27T18:50:00Z,WAN1,0.36,19.0,1.7,111.9,146.0
2026-08-27T18:50:00Z,WAN2,0.35,8.1,5.7,45.2,267.0
2026-08-27T18:55:00Z,WAN1,0.22,8.3,3.0,65.8,279.1
2026-08-27T18:55:00Z,WAN2,0.28,9.5,3.0,119.3,228.6
