ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,0.35,9.8,1.2,88.1,117.5
2026-08-27T17:05:00Z,WAN1,0.23,20.6,3.6,49.5,286.6
2026-08-27T17:10:00Z,WAN1,0.15,15.6,3.6,23.6,181.0
2026-08-27T17:15:00Z,WAN1,0.25,10.9,4.5,65.0,285.8
2026-08-27T17:20:00Z,WAN1,0.15,9.4,5.6,48.2,289.1
2026-08-27T17:25:00Z,WAN1,0.26,13.9,3.5,100.0,267.9
2026-08-27T17:30:00Z,WAN1,0.05,13.0,1.5,71.5,111.8
2026-08-27T17:35:00Z,WAN1,0.11,19.2,5.9,40.4,176.5
2026-08-27T17:40:00Z,WAN1,0.17,17.7,2.6,38.2,116.0
2026-08-27T17:45:00Z,WAN1,0.37,16.4,5.8,21.8,89.2
2026-08-27T17:50:00Z,WAN1,0.37,9.9,3.9,37.6,74.9
2026-08-27T17:55:00Z,WAN1,0.19,22.8,3.8,21.4,95.3
2026-08-27T18:00:00Z,WAN1,0.4,21.3,3.6,52.4,122.2
2026-08-27T18:05:00Z,WAN1,0.01,11.9,5.2,56.5,261.6
2026-08-27T18:10:00Z,WAN1,0.38,19.6,2.5,63.7,71.2
2026-08-27T18:15:00Z,WAN1,0.09,13.9,1.2,105.4,170.2
2026-08-27T18:20:00Z,WAN1,0.14,18.6,3.3,51.8,139.9
2026-08-27T18:25:00Z,WAN1,0.18,13.2,2.8,66.6,263.6
2026-08-27T18:30:00Z,WAN1,0.32,22.7,3.3,115.3,55.2
2026-08-27T18:35:00Z,WAN1,0.34,19.4,1.1,104.5,125.3
2026-08-27T18:40:00Z,WAN1,0.24,8.9,4.2,85.9,131.8
2026-08-27T18:45:00Z,WAN1,0.13,21.5,5.6,20.2,117.5
2026-08-27T18:50:00Z,WAN1,0.21,13.4,2.6,76.5,260.4
2026-08-27T18:55:00Z,WAN1,0.32,14.6,5.4,117.8,77.9
2026-08-27T19:00:00Z,WAN1,0.07,24.6,1.5,45.5,299.2
2026-08-27T19:05:00Z,WAN1,0.33,11.4,3.0,119.5,105.5
2026-08-27T19:10:00Z,WAN1,0.31,12.3,3.1,113.9,211.4
2026-08-27T19:15:00Z,WAN1,0.17,24.4,5.5,114.5,176.9
2026-08-27T19:20:00Z,WAN1,0.05,13.4,1.9,48.2,79.7
2026-08-27T19:25:00Z,WAN1,0.27,21.2,1.1,101.5,249.0
2026-08-27T19:30:00Z,WAN1,0.2,24.7,1.5,23.6,70.5
2026-08-27T19:35:00Z,WAN1,0.06,21.0,4.1,32.2,254.8
2026-08-27T19:40:00Z,WAN1,0.29,17.8,2.3,58.5,294.7
2026-08-27T19:45:00Z,WAN1,0.24,9.0,3.2,76.4,219.5
2026-08-27T19:50:00Z,WAN1,0.21,11.6,4.4,70.3,213.8
2026-08-27T19:55:00Z,WAN1,0.39,23.4,2.6,96.2,94.5
2026-08-27T20:00:00Z,WAN1,0.14,9.0,4.9,42.2,256.0
