ts,link,packet_loss_pct,latency_ms,jitter_ms,upstream_mbps,downstream_mbps
2026-08-27T17:00:00Z,WAN1,0.18,24.5,5.2,71.0,157.9
2026-08-27T17:05:00Z,WAN1,0.35,23.7,5.3,84.7,217.3
2026-08-27T17:10:00Z,WAN1,0.3,18.3,1.1,115.7,241.4
2026-08-27T17:15:00Z,WAN1,0.32,10.4,3.7,112.3,149.2
2026-08-27T17:20:00Z,WAN1,0.26,20.1,4.8,119.2,47.0
2026-08-27T17:25:00Z,WAN1,0.15,10.3,4.6,50.6,177.2
2026-08-27T17:30:00Z,WAN1,0.1,20.5,5.3,89.6,67.4
2026-08-27T17:35:00Z,WAN1,0.08,21.1,3.7,27.4,211.3
2026-08-27T17:40:00Z,WAN1,0.01,18.6,4.2,72.8,77.8
2026-08-27T17:45:00Z,WAN1,0.07,16.2,1.2,55.7,117.9
2026-08-27T17:50:00Z,WAN1,0.02,13.7,3.2,36.9,261.1
2026-08-27T17:55:00Z,WAN1,0.07,24.2,3.5,93.3,87.0
2026-08-27T18:00:00Z,WAN1,0.06,24.1,1.2,29.1,204.6
2026-08-27T18:05:00Z,WAN1,0.35,17.2,2.2,91.1,169.3
2026-08-27T18:10:00Z,WAN1,0.09,8.3,5.5,71.9,174.6
2026-08-27T18:15:00Z,WAN1,0.25,18.6,5.8,83.7,47.9
2026-08-27T18:20:00Z,WAN1,0.16,10.7,5.2,30.1,133.7
2026-08-27T18:25:00Z,WAN1,0.16,11.3,4.1,30.1,105.5
2026-08-27T18:30:00Z,WAN1,0.32,15.3,1.9,22.3,50.4
2026-08-27T18:35:00Z,WAN1,0.1,9.8,2.3,112.4,53.0
2026-08-27T18:40:00Z,WAN1,0.12,12.7,5.4,97.7,72.9
2026-08-27T18:45:00Z,WAN1,0.28,21.6,3.3,29.3,253.1
2026-08-27T18:50:00Z,WAN1,0.1,12.4,3.5,26.1,117.8
2026-08-27T18:55:00Z,WAN1,0.09,9.0,1.6,113.0,155.0
2026-08-27T19:00:00Z,WAN1,0.29,20.4,2.0,32.6,143.8
2026-08-27T19:05:00Z,WAN1,0.19,12.4,1.9,99.1,166.0
2026-08-27T19:10:00Z,WAN1,0.2,10.0,5.6,77.9,267.9
2026-08-27T19:15:00Z,WAN1,0.36,20.1,2.1,21.3,48.5
2026-08-27T19:20:00Z,WAN1,0.06,11.8,4.9,54.8,51.7
2026-08-27T19:25:00Z,WAN1,0.08,17.0,5.7,30.9,49.1
2026-08-27T19:30:00Z,WAN1,0.18,22.2,4.9,58.6,193.4
2026-08-27T19:35:00Z,WAN1,0.27,10.9,5.7,107.4,118.5
2026-08-27T19:40:00Z,WAN1,0.24,22.6,5.4,49.8,111.4
2026-08-27T19:45:00Z,WAN1,0.05,22.9,3.3,29.9,161.6
2026-08-27T19:50:00Z,WAN1,0.21,13.8,3.0,79.3,188.0
2026-08-27T19:55:00Z,WAN1,0.18,12.9,3.6,115.0,66.3
2026-08-27T20:00:00Z,WAN1,0.05,10.8,2.7,42.6,204.9
2026-08-27T20:05:00Z,WAN1,0.13,13.6,1.2,86.8,146.2
2026-08-27T20:10:00Z,WAN1,0.18,17.6,2.5,69.9,121.8
2026-08-27T20:15:00Z,WAN1,0.07,9.0,3.6,110.6,98.4
2026-08-27T20:20:00Z,WAN1,0.09,22.4,4.9,92.4,252.4
2026-08-27T20:25:00Z,WAN1,0.27,9.9,5.8,108.1,294.6
2026-08-27T20:30:00Z,WAN1,0.3,24.9,1.3,111.2,131.1
2026-08-27T20:35:00Z,WAN1,0.31,15.4,4.6,34.6,247.3
2026-08-27T20:40:00Z,WAN1,0.09,8.4,1.8,33.6,108.8
2026-08-27T20:45:00Z,WAN1,0.09,9.8,3.7,51.1,215.6
2026-08-27T20:50:00Z,WAN1,0.25,14.4,5.1,81.9,99.3
2026-08-27T20:55:00Z,WAN1,0.27,21.6,3.7,20.0,48.6
2026-08-27T21:00:00Z,WAN1,0.24,11.7,1.6,77.1,101.6
2026-08-27T21:05:00Z,WAN1,0.02,12.8,1.8,51.1,230.3
2026-08-27T21:10:00Z,WAN1,0.04,14.9,3.0,73.0,242.1
2026-08-27T21:15:00Z,WAN1,0.33,17.0,2.1,75.7,191.2
2026-08-27T21:20:00Z,WAN1,0.06,23.0,5.4,63.8,171.1
